label,text,cleaned_text,normalized_text,tokens,token_count,processed_text
4,went fb wasnt bother check notic,went fb wasnt bother check notic,went fb wasnt bother check notic,went fb wasnt bother check notic,6,went fb wasnt bother check notic
0,cant think new combo,cant think new combo,cant think new combo,cant think new combo,4,cant think new combo
4,drink arden apart,drink arden apart,drink arden apart,drink arden apart,3,drink arden apart
4,look like everyth get better wher,look like everyth get better wher,look like everyth get better wher,look like everyth get better wher,6,look like everyth get better wher
0,slam finger car dor fml ow,slam finger car dor fml ow,slam finger car dor fml ow,slam finger car dor fml ow,6,slam finger car dor fml ow
4,ohh hey youv got new pic onlin cool like summertim,ohh hey youv got new pic onlin cool like summertim,ohh hey youv got new pic onlin cool like summertim,ohh hey youv got new pic onlin cool like summertim,10,ohh hey youv got new pic onlin cool like summertim
4,awwww that great u love,awwww that great u love,awwww that great u love,awwww great love,3,awwww great love
0,last day high school everrrrr,last day high school everrrrr,last day high school everrrrr,last day high school everrrrr,5,last day high school everrrrr
0,josh made feel like shit,josh made feel like shit,josh made feel like shit,josh made feel like shit,5,josh made feel like shit
4,bad homi ima find lol,bad homi ima find lol,bad homi ima find lol,bad homi ima find lol,5,bad homi ima find lol
0,cough hurt bad today,cough hurt bad today,cough hurt bad today,cough hurt bad today,4,cough hurt bad today
4,amaz hug world come soon godspe,amaz hug world come soon godspe,amaz hug world come soon godspe,amaz hug world come soon godsp,6,amaz hug world come soon godsp
0,thank suggest didnt work sadli think temporari twitterwid issu,thank suggest didnt work sadli think temporari twitterwid issu,thank suggest didnt work sadli think temporari twitterwid issu,thank suggest didnt work sadli think temporari twitterwid issu,9,thank suggest didnt work sadli think temporari twitterwid issu
4,todaywa good day,todaywa good day,todaywa good day,todaywa good day,3,todaywa good day
4,luxuri read fashion magazin leisur sunday afternoon,luxuri read fashion magazin leisur sunday afternoon,luxuri read fashion magazin leisur sunday afternoon,luxuri read fashion magazin leisur sunday afternoon,7,luxuri read fashion magazin leisur sunday afternoon
0,yeah mum wont explain lge nea cnsbe sgot p dw aq ng sgot e ngeexplain ln nmn aq,yeah mum wont explain lge nea cnsbe sgot p dw aq ng sgot e ngeexplain ln nmn aq,yeah mum wont explain lge nea cnsbe sgot p dw aq ng sgot e ngeexplain ln nmn aq,yeah mum wont explain lge nea cnsbe sgot dw aq ng sgot ngeexplain ln nmn aq,16,yeah mum wont explain lge nea cnsbe sgot dw aq ng sgot ngeexplain ln nmn aq
4,call cthulu,call cthulu,call cthulu,call cthulu,2,call cthulu
4,call passion cook here free ebook bunch cool recip,call passion cook here free ebook bunch cool recip,call passion cook here free ebook bunch cool recip,call passion cook free ebook bunch cool recip,8,call passion cook free ebook bunch cool recip
4,good morn im work shop today awhil main street buda texa come see buy antiqu furnitur,good morn im work shop today awhil main street buda texa come see buy antiqu furnitur,good morn im work shop today awhil main street buda texa come see buy antiqu furnitur,good morn im work shop today awhil main street buda texa come see buy antiqu furnitur,16,good morn im work shop today awhil main street buda texa come see buy antiqu furnitur
4,well let know start rais flag march im sure peopl gather behind,well let know start rais flag march im sure peopl gather behind,well let know start rais flag march im sure peopl gather behind,well let know start rai flag march im sure peopl gather behind,12,well let know start rai flag march im sure peopl gather behind
0,damn pinch punch st month didnt even realis,damn pinch punch st month didnt even realis,damn pinch punch st month didnt even realis,damn pinch punch st month didnt even reali,8,damn pinch punch st month didnt even reali
4,final gettin epiphani album ye still like cd exit like momma use let buy new cd sam goodi,final gettin epiphani album ye still like cd exit like momma use let buy new cd sam goodi,final gettin epiphani album ye still like cd exit like momma use let buy new cd sam goodi,final gettin epiphani album ye still like cd exit like momma use let buy new cd sam goodi,18,final gettin epiphani album ye still like cd exit like momma use let buy new cd sam goodi
4,your idol love brodie,your idol love brodie,your idol love brodie,idol love brodi,3,idol love brodi
0,ate much late hour need get school work done whod thought would still say,ate much late hour need get school work done whod thought would still say,ate much late hour need get school work done whod thought would still say,ate much late hour need get school work done whod thought still say,13,ate much late hour need get school work done whod thought still say
0,vatican processu contra templario say much trial templar,vatican processu contra templario say much trial templar,vatican processu contra templario say much trial templar,vatican processu contra templario say much trial templar,8,vatican processu contra templario say much trial templar
4,reason homework nao,reason homework nao,reason homework nao,reason homework nao,3,reason homework nao
0,drive sinc im stop train poo,drive sinc im stop train poo,drive sinc im stop train poo,drive sinc im stop train poo,6,drive sinc im stop train poo
4,new blog entri quotmov zazzlequot welcom hood,new blog entri quotmov zazzlequot welcom hood,new blog entri quotmov zazzlequot welcom hood,new blog entri quotmov zazzlequot welcom hood,7,new blog entri quotmov zazzlequot welcom hood
4,hahahaha fast time good movi,hahahaha fast time good movi,hahahaha fast time good movi,hahahaha fast time good movi,5,hahahaha fast time good movi
0,oh feel angri think im piss offyep im piss think im piss close friend hmyeah oh,oh feel angri think im piss offyep im piss think im piss close friend hmyeah oh,oh feel angri think im piss offyep im piss think im piss close friend hmyeah oh,oh feel angri think im piss offyep im piss think im piss close friend hmyeah oh,16,oh feel angri think im piss offyep im piss think im piss close friend hmyeah oh
4,bye glad your weve tweet hr gotta hw,bye glad your weve tweet hr gotta hw,bye glad your weve tweet hr gotta hw,bye glad weve tweet hr got ta hw,8,bye glad weve tweet hr got ta hw
0,cant wait till get sleep till noon later havent slept long time miss tire suck,cant wait till get sleep till noon later havent slept long time miss tire suck,cant wait till get sleep till noon later havent slept long time miss tire suck,cant wait till get sleep till noon later havent slept long time miss tire suck,15,cant wait till get sleep till noon later havent slept long time miss tire suck
4,aww cuti way back,aww cuti way back,aww cuti way back,aww cuti way back,4,aww cuti way back
0,watch transform avec littl brother cheap date easi pleas didnt give crap megan fox though,watch transform avec littl brother cheap date easi pleas didnt give crap megan fox though,watch transform avec littl brother cheap date easi pleas didnt give crap megan fox though,watch transform avec littl brother cheap date easi plea didnt give crap megan fox though,15,watch transform avec littl brother cheap date easi plea didnt give crap megan fox though
0,tri look guy end couldnt find,tri look guy end couldnt find,tri look guy end couldnt find,tri look guy end couldnt find,6,tri look guy end couldnt find
0,wtf maci set firework hudson year rooftop bk view bc fing jersey get year,wtf maci set firework hudson year rooftop bk view bc fing jersey get year,wtf maci set firework hudson year rooftop bk view bc fing jersey get year,wtf maci set firework hudson year rooftop bk view bc fing jersey get year,14,wtf maci set firework hudson year rooftop bk view bc fing jersey get year
0,time pass realli quickli dont get chanc realis mani peopl weve left behind,time pass realli quickli dont get chanc realis mani peopl weve left behind,time pass realli quickli dont get chanc realis mani peopl weve left behind,time pass realli quickli dont get chanc reali mani peopl weve left behind,13,time pass realli quickli dont get chanc reali mani peopl weve left behind
0,haha still havent seen twilight cannot roleplay il watch later il join lmao privat twitter,haha still havent seen twilight cannot roleplay il watch later il join lmao privat twitter,haha still havent seen twilight cannot roleplay il watch later il join lmao privat twitter,haha still havent seen twilight roleplay il watch later il join lmao privat twitter,14,haha still havent seen twilight roleplay il watch later il join lmao privat twitter
0,reason twitextiez dumb,reason twitextiez dumb,reason twitextiez dumb,reason twitextiez dumb,3,reason twitextiez dumb
0,omg know ruin weekend sure want,omg know ruin weekend sure want,omg know ruin weekend sure want,omg know ruin weekend sure want,6,omg know ruin weekend sure want
0,wanna go home play infam,wanna go home play infam,wanna go home play infam,wan na go home play infam,6,wan na go home play infam
0,ethic test today didnt even sleep night cant stay awak,ethic test today didnt even sleep night cant stay awak,ethic test today didnt even sleep night cant stay awak,ethic test today didnt even sleep night cant stay awak,10,ethic test today didnt even sleep night cant stay awak
4,play big surf island ive unlock trophi alreadi hah,play big surf island ive unlock trophi alreadi hah,play big surf island ive unlock trophi alreadi hah,play big surf island ive unlock trophi alreadi hah,9,play big surf island ive unlock trophi alreadi hah
0,watch night museum tri spend much time possibl tomorrow,watch night museum tri spend much time possibl tomorrow,watch night museum tri spend much time possibl tomorrow,watch night museum tri spend much time possibl tomorrow,9,watch night museum tri spend much time possibl tomorrow
4,hehe ben sunbath hour half alreadi get readi go park who come,hehe ben sunbath hour half alreadi get readi go park who come,hehe ben sunbath hour half alreadi get readi go park who come,hehe ben sunbath hour half alreadi get readi go park come,11,hehe ben sunbath hour half alreadi get readi go park come
